OTU	Sample	Abundance	file	id	round	Kingdom	Phylum	Class	Order	Family	Genus	Species	step
TAXA_170	filt_DRR225063	0.000945101906640368	filt_DRR225063	DRR225063	polish	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminococcus	Ruminococcus sp. 5_1_39BFAA	match
TAXA_155	filt_DRR225057	0.000932835820895522	filt_DRR225057	DRR225057	polish	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroides finegoldii	match
TAXA_040	filt_DRR225051	0.000911784818782767	filt_DRR225051	DRR225051	polish	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus parasanguinis	match
TAXA_005	filt_DRR225048	0.00091161480130941	filt_DRR225048	DRR225048	polish	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	NA	NA	match
TAXA_017	filt_DRR225048	0.00091161480130941	filt_DRR225048	DRR225048	polish	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroides fragilis	match
TAXA_063	filt_DRR225057	0.000896957520091848	filt_DRR225057	DRR225057	polish	Bacteria	Actinobacteria <actinobacteria>	Actinobacteria	Bifidobacteriales	Bifidobacteriaceae	Bifidobacterium	Bifidobacterium catenulatum	match
TAXA_051	filt_DRR225048	0.000870177764886255	filt_DRR225048	DRR225048	polish	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Clostridium	NA	match
TAXA_223	filt_DRR225048	0.000870177764886255	filt_DRR225048	DRR225048	polish	Bacteria	Firmicutes	Erysipelotrichia	Erysipelotrichales	Erysipelotrichaceae	Massilimicrobiota	Massilimicrobiota timonensis	match
TAXA_114	filt_DRR225063	0.000862919132149901	filt_DRR225063	DRR225063	polish	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Dorea	Dorea longicatena	match
TAXA_017	filt_DRR225051	0.000854798267608844	filt_DRR225051	DRR225051	polish	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroides fragilis	match
TAXA_060	filt_DRR225051	0.000854798267608844	filt_DRR225051	DRR225051	polish	Bacteria	Actinobacteria <actinobacteria>	Actinobacteria	Bifidobacteriales	Bifidobacteriaceae	Bifidobacterium	NA	match
TAXA_135	filt_DRR225060	0.000849662790080187	filt_DRR225060	DRR225060	polish	Bacteria	Firmicutes	Clostridia	Clostridiales	Peptostreptococcaceae	NA	NA	match
TAXA_227	filt_DRR225060	0.000849662790080187	filt_DRR225060	DRR225060	polish	Bacteria	Firmicutes	Erysipelotrichia	Erysipelotrichales	Erysipelotrichaceae	unknown	Erysipelotrichaceae bacterium I46	match
TAXA_226	filt_DRR225057	0.000825200918484501	filt_DRR225057	DRR225057	polish	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Lachnoclostridium	Lachnoclostridium sp. YL32	match
TAXA_014	filt_DRR225051	0.000797811716434921	filt_DRR225051	DRR225051	polish	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Morganellaceae	Proteus	Proteus vulgaris	match
TAXA_054	filt_DRR225051	0.000797811716434921	filt_DRR225051	DRR225051	polish	Bacteria	Firmicutes	Erysipelotrichia	Erysipelotrichales	Erysipelotrichaceae	Erysipelatoclostridium	Erysipelatoclostridium ramosum	match
TAXA_043	filt_DRR225060	0.000796558865700175	filt_DRR225060	DRR225060	polish	Bacteria	Firmicutes	Bacilli	Lactobacillales	Enterococcaceae	Enterococcus	NA	match
TAXA_060	filt_DRR225054	0.00079403860249206	filt_DRR225054	DRR225054	polish	Bacteria	Actinobacteria <actinobacteria>	Actinobacteria	Bifidobacteriales	Bifidobacteriaceae	Bifidobacterium	NA	match
TAXA_221	filt_DRR225048	0.000787303692039945	filt_DRR225048	DRR225048	polish	Bacteria	Firmicutes	Erysipelotrichia	Erysipelotrichales	Erysipelotrichaceae	Turicibacter	Turicibacter sp. H121	match
TAXA_175	filt_DRR225057	0.000753444316877153	filt_DRR225057	DRR225057	polish	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Odoribacteraceae	Butyricimonas	NA	match
TAXA_186	filt_DRR225048	0.00074586665561679	filt_DRR225048	DRR225048	polish	Bacteria	Firmicutes	Clostridia	Clostridiales	Peptostreptococcaceae	Romboutsia	Romboutsia ilealis	match
TAXA_009	filt_DRR225060	0.000743454941320164	filt_DRR225060	DRR225060	polish	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Enterobacter	Enterobacter cloacae	match
TAXA_158	filt_DRR225060	0.000743454941320164	filt_DRR225060	DRR225060	polish	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Enterocloster	Enterocloster aldensis	match
TAXA_223	filt_DRR225051	0.000740825165260998	filt_DRR225051	DRR225051	polish	Bacteria	Firmicutes	Erysipelotrichia	Erysipelotrichales	Erysipelotrichaceae	Massilimicrobiota	Massilimicrobiota timonensis	match
TAXA_074	filt_DRR225063	0.000739644970414201	filt_DRR225063	DRR225063	polish	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Odoribacteraceae	Odoribacter	Odoribacter splanchnicus	match
TAXA_156	filt_DRR225057	0.000717566016073479	filt_DRR225057	DRR225057	polish	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Mediterraneibacter	Mediterraneibacter glycyrrhizinilyticus	match
TAXA_198	filt_DRR225057	0.000717566016073479	filt_DRR225057	DRR225057	polish	Bacteria	Actinobacteria <actinobacteria>	Coriobacteriia	Coriobacteriales	Coriobacteriaceae	Enorma	Enorma massiliensis	match
TAXA_247	filt_DRR225057	0.000717566016073479	filt_DRR225057	DRR225057	polish	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Enterocloster	NA	match
TAXA_045	filt_DRR225060	0.000690351016940152	filt_DRR225060	DRR225060	polish	Bacteria	Firmicutes	Bacilli	Lactobacillales	Enterococcaceae	Enterococcus	Enterococcus faecium	match
TAXA_110	filt_DRR225051	0.000683838614087075	filt_DRR225051	DRR225051	polish	Bacteria	Actinobacteria <actinobacteria>	Coriobacteriia	Eggerthellales	Eggerthellaceae	Eggerthella	NA	match
TAXA_166	filt_DRR225063	0.000657462195923734	filt_DRR225063	DRR225063	polish	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Blautia	Blautia wexlerae	match
TAXA_128	filt_DRR225057	0.000645809414466131	filt_DRR225057	DRR225057	polish	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Anaerotruncus	Anaerotruncus colihominis	match
TAXA_209	filt_DRR225060	0.00063724709256014	filt_DRR225060	DRR225060	polish	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Agathobaculum	Agathobaculum butyriciproducens	match
TAXA_086	filt_DRR225051	0.000626852062913152	filt_DRR225051	DRR225051	polish	Bacteria	Firmicutes	Bacilli	Lactobacillales	Enterococcaceae	Enterococcus	Enterococcus avium	match
TAXA_197	filt_DRR225051	0.000626852062913152	filt_DRR225051	DRR225051	polish	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Clostridium	Clostridium saudiense	match
TAXA_122	filt_DRR225048	0.000621555546347325	filt_DRR225048	DRR225048	polish	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Hungatella	Hungatella hathewayi	match
TAXA_203	filt_DRR225048	0.000621555546347325	filt_DRR225048	DRR225048	polish	Bacteria	Firmicutes	Erysipelotrichia	Erysipelotrichales	Erysipelotrichaceae	Erysipelatoclostridium	NA	match
TAXA_080	filt_DRR225063	0.000616370808678501	filt_DRR225063	DRR225063	polish	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	NA	NA	match
TAXA_102	filt_DRR225063	0.000616370808678501	filt_DRR225063	DRR225063	polish	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Blautia	Blautia hydrogenotrophica	match
TAXA_214	filt_DRR225063	0.000616370808678501	filt_DRR225063	DRR225063	polish	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Sellimonas	Sellimonas intestinalis	match
TAXA_140	filt_DRR225054	0.000610798924993892	filt_DRR225054	DRR225054	polish	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Anaerostipes	NA	match
TAXA_008	filt_DRR225057	0.000609931113662457	filt_DRR225057	DRR225057	polish	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Enterobacter	NA	match
TAXA_051	filt_DRR225060	0.000584143168180129	filt_DRR225060	DRR225060	polish	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Clostridium	NA	match
TAXA_086	filt_DRR225060	0.000584143168180129	filt_DRR225060	DRR225060	polish	Bacteria	Firmicutes	Bacilli	Lactobacillales	Enterococcaceae	Enterococcus	Enterococcus avium	match
TAXA_094	filt_DRR225060	0.000584143168180129	filt_DRR225060	DRR225060	polish	Bacteria	Firmicutes	Negativicutes	Veillonellales	Veillonellaceae	Veillonella	Veillonella atypica	match
TAXA_041	filt_DRR225048	0.00058011850992417	filt_DRR225048	DRR225048	polish	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Blautia	Blautia hansenii	match
TAXA_043	filt_DRR225048	0.00058011850992417	filt_DRR225048	DRR225048	polish	Bacteria	Firmicutes	Bacilli	Lactobacillales	Enterococcaceae	Enterococcus	NA	match
TAXA_111	filt_DRR225048	0.00058011850992417	filt_DRR225048	DRR225048	polish	Bacteria	Actinobacteria <actinobacteria>	Coriobacteriia	Eggerthellales	Eggerthellaceae	Eggerthella	Eggerthella lenta	match
TAXA_072	filt_DRR225063	0.000575279421433268	filt_DRR225063	DRR225063	polish	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroides ovatus	match
TAXA_092	filt_DRR225057	0.000574052812858783	filt_DRR225057	DRR225057	polish	Bacteria	Firmicutes	Erysipelotrichia	Erysipelotrichales	Erysipelotrichaceae	Faecalitalea	Faecalitalea cylindroides	match
TAXA_096	filt_DRR225057	0.000574052812858783	filt_DRR225057	DRR225057	polish	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Sutterellaceae	Sutterella	NA	match
TAXA_105	filt_DRR225057	0.000574052812858783	filt_DRR225057	DRR225057	polish	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Citrobacter	Citrobacter murliniae	match
TAXA_136	filt_DRR225057	0.000574052812858783	filt_DRR225057	DRR225057	polish	Bacteria	Firmicutes	Clostridia	Clostridiales	Eubacteriaceae	NA	NA	match
TAXA_208	filt_DRR225057	0.000574052812858783	filt_DRR225057	DRR225057	polish	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Rikenellaceae	Alistipes	Alistipes sp. cv1	match
TAXA_166	filt_DRR225051	0.00056986551173923	filt_DRR225051	DRR225051	polish	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Blautia	Blautia wexlerae	match
TAXA_186	filt_DRR225051	0.00056986551173923	filt_DRR225051	DRR225051	polish	Bacteria	Firmicutes	Clostridia	Clostridiales	Peptostreptococcaceae	Romboutsia	Romboutsia ilealis	match
TAXA_114	filt_DRR225054	0.000549719032494503	filt_DRR225054	DRR225054	polish	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Dorea	Dorea longicatena	match
TAXA_002	filt_DRR225048	0.000538681473501015	filt_DRR225048	DRR225048	polish	Bacteria	NA	NA	NA	NA	NA	NA	match
TAXA_060	filt_DRR225048	0.000538681473501015	filt_DRR225048	DRR225048	polish	Bacteria	Actinobacteria <actinobacteria>	Actinobacteria	Bifidobacteriales	Bifidobacteriaceae	Bifidobacterium	NA	match
TAXA_066	filt_DRR225057	0.000538174512055109	filt_DRR225057	DRR225057	polish	Bacteria	Firmicutes	Clostridia	Clostridiales	Eubacteriaceae	Eubacterium	Eubacterium limosum	match
TAXA_067	filt_DRR225057	0.000538174512055109	filt_DRR225057	DRR225057	polish	Bacteria	Actinobacteria <actinobacteria>	Actinobacteria	Actinomycetales	Actinomycetaceae	NA	NA	match
TAXA_123	filt_DRR225057	0.000538174512055109	filt_DRR225057	DRR225057	polish	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Enterobacter	Enterobacter hormaechei	match
TAXA_160	filt_DRR225057	0.000538174512055109	filt_DRR225057	DRR225057	polish	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Tannerellaceae	Parabacteroides	NA	match
TAXA_127	filt_DRR225063	0.000534188034188034	filt_DRR225063	DRR225063	polish	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminococcus	Ruminococcus sp. 14531	match
TAXA_156	filt_DRR225063	0.000534188034188034	filt_DRR225063	DRR225063	polish	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Mediterraneibacter	Mediterraneibacter glycyrrhizinilyticus	match
TAXA_203	filt_DRR225063	0.000534188034188034	filt_DRR225063	DRR225063	polish	Bacteria	Firmicutes	Erysipelotrichia	Erysipelotrichales	Erysipelotrichaceae	Erysipelatoclostridium	NA	match
TAXA_209	filt_DRR225063	0.000534188034188034	filt_DRR225063	DRR225063	polish	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Agathobaculum	Agathobaculum butyriciproducens	match
TAXA_008	filt_DRR225060	0.000531039243800117	filt_DRR225060	DRR225060	polish	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Enterobacter	NA	match
TAXA_010	filt_DRR225060	0.000531039243800117	filt_DRR225060	DRR225060	polish	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Escherichia	NA	match
TAXA_202	filt_DRR225060	0.000531039243800117	filt_DRR225060	DRR225060	polish	Bacteria	Firmicutes	Clostridia	Clostridiales	Peptostreptococcaceae	Intestinibacter	NA	match
TAXA_207	filt_DRR225060	0.000531039243800117	filt_DRR225060	DRR225060	polish	Bacteria	Firmicutes	Tissierellia	Tissierellales	Peptoniphilaceae	NA	NA	match
TAXA_049	filt_DRR225051	0.000512878960565307	filt_DRR225051	DRR225051	polish	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus	Bacillus subtilis	match
TAXA_200	filt_DRR225051	0.000512878960565307	filt_DRR225051	DRR225051	polish	Bacteria	Firmicutes	Negativicutes	Veillonellales	Veillonellaceae	Veillonella	Veillonella seminalis	match
TAXA_246	filt_DRR225051	0.000512878960565307	filt_DRR225051	DRR225051	polish	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus koreensis	match
TAXA_100	filt_DRR225057	0.000502296211251435	filt_DRR225057	DRR225057	polish	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Anaerofilum	NA	match
TAXA_190	filt_DRR225057	0.000502296211251435	filt_DRR225057	DRR225057	polish	Bacteria	unknown	unknown	unknown	unknown	unknown	bacterium NLAE-zl-H528	match
TAXA_224	filt_DRR225057	0.000502296211251435	filt_DRR225057	DRR225057	polish	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Cuneatibacter	Cuneatibacter caecimuris	match
TAXA_234	filt_DRR225057	0.000502296211251435	filt_DRR225057	DRR225057	polish	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Negativibacillus	NA	match
TAXA_042	filt_DRR225048	0.00049724443707786	filt_DRR225048	DRR225048	polish	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus equinus	match
TAXA_078	filt_DRR225048	0.00049724443707786	filt_DRR225048	DRR225048	polish	Bacteria	Firmicutes	Negativicutes	Veillonellales	Veillonellaceae	Veillonella	Veillonella parvula	match
TAXA_113	filt_DRR225063	0.000493096646942801	filt_DRR225063	DRR225063	polish	Bacteria	Actinobacteria <actinobacteria>	Coriobacteriia	Coriobacteriales	NA	NA	NA	match
TAXA_195	filt_DRR225063	0.000493096646942801	filt_DRR225063	DRR225063	polish	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Barnesiellaceae	Coprobacter	NA	match
TAXA_133	filt_DRR225054	0.000488639139995114	filt_DRR225054	DRR225054	polish	Bacteria	Firmicutes	Clostridia	Clostridiales	NA	NA	NA	match
TAXA_031	filt_DRR225060	0.000477935319420105	filt_DRR225060	DRR225060	polish	Bacteria	Firmicutes	Bacilli	Lactobacillales	Leuconostocaceae	Leuconostoc	NA	match
TAXA_087	filt_DRR225060	0.000477935319420105	filt_DRR225060	DRR225060	polish	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	NA	NA	match
TAXA_173	filt_DRR225060	0.000477935319420105	filt_DRR225060	DRR225060	polish	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	NA	NA	match
TAXA_187	filt_DRR225060	0.000477935319420105	filt_DRR225060	DRR225060	polish	Bacteria	unknown	unknown	unknown	unknown	unknown	bacterium NLAE-zl-P872	match
TAXA_003	filt_DRR225057	0.000466417910447761	filt_DRR225057	DRR225057	polish	Bacteria	Proteobacteria	Epsilonproteobacteria	Campylobacterales	Campylobacteraceae	Campylobacter	NA	match
TAXA_080	filt_DRR225057	0.000466417910447761	filt_DRR225057	DRR225057	polish	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	NA	NA	match
TAXA_081	filt_DRR225057	0.000466417910447761	filt_DRR225057	DRR225057	polish	Bacteria	Firmicutes	Negativicutes	Acidaminococcales	Acidaminococcaceae	Phascolarctobacterium	NA	match
TAXA_186	filt_DRR225057	0.000466417910447761	filt_DRR225057	DRR225057	polish	Bacteria	Firmicutes	Clostridia	Clostridiales	Peptostreptococcaceae	Romboutsia	Romboutsia ilealis	match
TAXA_002	filt_DRR225051	0.000455892409391384	filt_DRR225051	DRR225051	polish	Bacteria	NA	NA	NA	NA	NA	NA	match
TAXA_059	filt_DRR225051	0.000455892409391384	filt_DRR225051	DRR225051	polish	Bacteria	Actinobacteria <actinobacteria>	Actinobacteria	Actinomycetales	Actinomycetaceae	Schaalia	Schaalia odontolytica	match
TAXA_135	filt_DRR225051	0.000455892409391384	filt_DRR225051	DRR225051	polish	Bacteria	Firmicutes	Clostridia	Clostridiales	Peptostreptococcaceae	NA	NA	match
TAXA_110	filt_DRR225048	0.000455807400654705	filt_DRR225048	DRR225048	polish	Bacteria	Actinobacteria <actinobacteria>	Coriobacteriia	Eggerthellales	Eggerthellaceae	Eggerthella	NA	match
TAXA_109	filt_DRR225063	0.000452005259697567	filt_DRR225063	DRR225063	polish	Bacteria	Actinobacteria <actinobacteria>	Coriobacteriia	Coriobacteriales	Coriobacteriaceae	NA	NA	match
TAXA_133	filt_DRR225063	0.000452005259697567	filt_DRR225063	DRR225063	polish	Bacteria	Firmicutes	Clostridia	Clostridiales	NA	NA	NA	match
TAXA_137	filt_DRR225063	0.000452005259697567	filt_DRR225063	DRR225063	polish	Bacteria	Firmicutes	Bacilli	Lactobacillales	NA	NA	NA	match
TAXA_108	filt_DRR225060	0.000424831395040093	filt_DRR225060	DRR225060	polish	Bacteria	Firmicutes	Bacilli	Lactobacillales	Leuconostocaceae	NA	NA	match
TAXA_096	filt_DRR225063	0.000410913872452334	filt_DRR225063	DRR225063	polish	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Sutterellaceae	Sutterella	NA	match
TAXA_136	filt_DRR225063	0.000410913872452334	filt_DRR225063	DRR225063	polish	Bacteria	Firmicutes	Clostridia	Clostridiales	Eubacteriaceae	NA	NA	match
TAXA_145	filt_DRR225063	0.000410913872452334	filt_DRR225063	DRR225063	polish	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Rikenellaceae	Alistipes	NA	match
TAXA_080	filt_DRR225051	0.000398905858217461	filt_DRR225051	DRR225051	polish	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	NA	NA	match
TAXA_137	filt_DRR225051	0.000398905858217461	filt_DRR225051	DRR225051	polish	Bacteria	Firmicutes	Bacilli	Lactobacillales	NA	NA	NA	match
TAXA_113	filt_DRR225057	0.000394661308840413	filt_DRR225057	DRR225057	polish	Bacteria	Actinobacteria <actinobacteria>	Coriobacteriia	Coriobacteriales	NA	NA	NA	match
TAXA_212	filt_DRR225048	0.000372933327808395	filt_DRR225048	DRR225048	polish	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Hungatella	NA	match
TAXA_203	filt_DRR225060	0.000371727470660082	filt_DRR225060	DRR225060	polish	Bacteria	Firmicutes	Erysipelotrichia	Erysipelotrichales	Erysipelotrichaceae	Erysipelatoclostridium	NA	match
TAXA_060	filt_DRR225063	0.000369822485207101	filt_DRR225063	DRR225063	polish	Bacteria	Actinobacteria <actinobacteria>	Actinobacteria	Bifidobacteriales	Bifidobacteriaceae	Bifidobacterium	NA	match
TAXA_055	filt_DRR225054	0.000366479354996335	filt_DRR225054	DRR225054	polish	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Lactobacillus	NA	match
TAXA_247	filt_DRR225054	0.000366479354996335	filt_DRR225054	DRR225054	polish	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Enterocloster	NA	match
TAXA_120	filt_DRR225057	0.000358783008036739	filt_DRR225057	DRR225057	polish	Bacteria	Firmicutes	Erysipelotrichia	Erysipelotrichales	Erysipelotrichaceae	NA	NA	match
TAXA_135	filt_DRR225057	0.000358783008036739	filt_DRR225057	DRR225057	polish	Bacteria	Firmicutes	Clostridia	Clostridiales	Peptostreptococcaceae	NA	NA	match
TAXA_043	filt_DRR225063	0.000328731097961867	filt_DRR225063	DRR225063	polish	Bacteria	Firmicutes	Bacilli	Lactobacillales	Enterococcaceae	Enterococcus	NA	match
TAXA_112	filt_DRR225063	0.000328731097961867	filt_DRR225063	DRR225063	polish	Bacteria	Actinobacteria <actinobacteria>	Coriobacteriia	NA	NA	NA	NA	match
TAXA_133	filt_DRR225057	0.000322904707233065	filt_DRR225057	DRR225057	polish	Bacteria	Firmicutes	Clostridia	Clostridiales	NA	NA	NA	match
TAXA_133	filt_DRR225060	0.00031862354628007	filt_DRR225060	DRR225060	polish	Bacteria	Firmicutes	Clostridia	Clostridiales	NA	NA	NA	match
TAXA_129	filt_DRR225054	0.000305399462496946	filt_DRR225054	DRR225054	polish	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	NA	NA	NA	match
TAXA_135	filt_DRR225063	0.000287639710716634	filt_DRR225063	DRR225063	polish	Bacteria	Firmicutes	Clostridia	Clostridiales	Peptostreptococcaceae	NA	NA	match
TAXA_046	filt_DRR225057	0.000287026406429392	filt_DRR225057	DRR225057	polish	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus	NA	match
TAXA_145	filt_DRR225057	0.000287026406429392	filt_DRR225057	DRR225057	polish	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Rikenellaceae	Alistipes	NA	match
TAXA_051	filt_DRR225051	0.000284932755869615	filt_DRR225051	DRR225051	polish	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Clostridium	NA	match
TAXA_203	filt_DRR225051	0.000284932755869615	filt_DRR225051	DRR225051	polish	Bacteria	Firmicutes	Erysipelotrichia	Erysipelotrichales	Erysipelotrichaceae	Erysipelatoclostridium	NA	match
TAXA_026	filt_DRR225060	0.000265519621900058	filt_DRR225060	DRR225060	polish	Bacteria	Bacteroidetes	NA	NA	NA	NA	NA	match
TAXA_089	filt_DRR225057	0.000251148105625718	filt_DRR225057	DRR225057	polish	Bacteria	Proteobacteria	Deltaproteobacteria	Desulfovibrionales	Desulfovibrionaceae	Bilophila	NA	match
TAXA_137	filt_DRR225048	0.00024862221853893	filt_DRR225048	DRR225048	polish	Bacteria	Firmicutes	Bacilli	Lactobacillales	NA	NA	NA	match
TAXA_202	filt_DRR225048	0.00024862221853893	filt_DRR225048	DRR225048	polish	Bacteria	Firmicutes	Clostridia	Clostridiales	Peptostreptococcaceae	Intestinibacter	NA	match
TAXA_160	filt_DRR225063	0.0002465483234714	filt_DRR225063	DRR225063	polish	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Tannerellaceae	Parabacteroides	NA	match
TAXA_137	filt_DRR225054	0.000244319569997557	filt_DRR225054	DRR225054	polish	Bacteria	Firmicutes	Bacilli	Lactobacillales	NA	NA	NA	match
TAXA_032	filt_DRR225051	0.000227946204695692	filt_DRR225051	DRR225051	polish	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminococcus	NA	match
TAXA_046	filt_DRR225051	0.000227946204695692	filt_DRR225051	DRR225051	polish	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus	NA	match
TAXA_055	filt_DRR225051	0.000227946204695692	filt_DRR225051	DRR225051	polish	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Lactobacillus	NA	match
TAXA_120	filt_DRR225051	0.000227946204695692	filt_DRR225051	DRR225051	polish	Bacteria	Firmicutes	Erysipelotrichia	Erysipelotrichales	Erysipelotrichaceae	NA	NA	match
TAXA_077	filt_DRR225057	0.000215269804822044	filt_DRR225057	DRR225057	polish	Bacteria	Firmicutes	Negativicutes	Veillonellales	Veillonellaceae	Veillonella	NA	match
TAXA_002	filt_DRR225063	0.000205456936226167	filt_DRR225063	DRR225063	polish	Bacteria	NA	NA	NA	NA	NA	NA	match
TAXA_030	filt_DRR225054	0.000183239677498168	filt_DRR225054	DRR225054	polish	Bacteria	Firmicutes	NA	NA	NA	NA	NA	match
TAXA_021	filt_DRR225057	0.00017939150401837	filt_DRR225057	DRR225057	polish	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella	NA	match
TAXA_137	filt_DRR225057	0.00017939150401837	filt_DRR225057	DRR225057	polish	Bacteria	Firmicutes	Bacilli	Lactobacillales	NA	NA	NA	match
TAXA_236	filt_DRR225057	0.00017939150401837	filt_DRR225057	DRR225057	polish	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Barnesiellaceae	NA	NA	match
TAXA_029	filt_DRR225051	0.000170959653521769	filt_DRR225051	DRR225051	polish	Bacteria	Proteobacteria	Gammaproteobacteria	NA	NA	NA	NA	match
TAXA_012	filt_DRR225048	0.00016574814569262	filt_DRR225048	DRR225048	polish	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Klebsiella	NA	match
TAXA_135	filt_DRR225048	0.00016574814569262	filt_DRR225048	DRR225048	polish	Bacteria	Firmicutes	Clostridia	Clostridiales	Peptostreptococcaceae	NA	NA	match
TAXA_036	filt_DRR225060	0.000159311773140035	filt_DRR225060	DRR225060	polish	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	NA	NA	match
TAXA_032	filt_DRR225063	0.0001232741617357	filt_DRR225063	DRR225063	polish	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminococcus	NA	match
TAXA_115	filt_DRR225063	0.0001232741617357	filt_DRR225063	DRR225063	polish	Bacteria	Firmicutes	Bacilli	NA	NA	NA	NA	match
TAXA_116	filt_DRR225063	0.0001232741617357	filt_DRR225063	DRR225063	polish	Bacteria	Actinobacteria <actinobacteria>	Coriobacteriia	Coriobacteriales	Coriobacteriaceae	Collinsella	NA	match
