OTU	Sample	Abundance	file	id	round	Kingdom	Phylum	Class	Order	Family	Genus	Species	step
TAXA_050	filt_DRR225057_polished	0.000896957520091848	filt_DRR225057_polished	DRR225057	polish	Bacteria	Actinobacteria <actinobacteria>	Actinobacteria	Bifidobacteriales	Bifidobacteriaceae	Bifidobacterium	Bifidobacterium catenulatum	polish
TAXA_053	filt_DRR225057_polished	0.000896957520091848	filt_DRR225057_polished	DRR225057	polish	Bacteria	Firmicutes	Clostridia	Clostridiales	Eubacteriaceae	Eubacterium	Eubacterium limosum	polish
TAXA_041	filt_DRR225051_polished	0.000854798267608844	filt_DRR225051_polished	DRR225051	polish	Bacteria	Firmicutes	Erysipelotrichia	Erysipelotrichales	Erysipelotrichaceae	Erysipelatoclostridium	Erysipelatoclostridium ramosum	polish
TAXA_178	filt_DRR225060_polished	0.000849662790080187	filt_DRR225060_polished	DRR225060	polish	Bacteria	Firmicutes	Erysipelotrichia	Erysipelotrichales	Erysipelotrichaceae	unknown	Erysipelotrichaceae bacterium I46	polish
TAXA_059	filt_DRR225063_polished	0.000821827744904668	filt_DRR225063_polished	DRR225063	polish	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroides ovatus	polish
TAXA_136	filt_DRR225051_polished	0.000797811716434921	filt_DRR225051_polished	DRR225051	polish	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminococcus	Ruminococcus sp. 5_1_39BFAA	polish
TAXA_044	filt_DRR225060_polished	0.000796558865700175	filt_DRR225060_polished	DRR225060	polish	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Latilactobacillus	Lactobacillus sakei	polish
TAXA_098	filt_DRR225060_polished	0.000796558865700175	filt_DRR225060_polished	DRR225060	polish	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Hungatella	Hungatella hathewayi	polish
TAXA_173	filt_DRR225048_polished	0.000787303692039945	filt_DRR225048_polished	DRR225048	polish	Bacteria	Firmicutes	Erysipelotrichia	Erysipelotrichales	Erysipelotrichaceae	Turicibacter	Turicibacter sp. H121	polish
TAXA_155	filt_DRR225063_polished	0.000780736357659435	filt_DRR225063_polished	DRR225063	polish	Bacteria	Firmicutes	Clostridia	Clostridiales	unknown	Intestinimonas	Intestinimonas butyriciproducens	polish
TAXA_125	filt_DRR225057_polished	0.000753444316877153	filt_DRR225057_polished	DRR225057	polish	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Enterocloster	Enterocloster aldensis	polish
TAXA_100	filt_DRR225060_polished	0.000743454941320164	filt_DRR225060_polished	DRR225060	polish	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Anaerotignum	Anaerotignum lactatifermentans	polish
TAXA_163	filt_DRR225060_polished	0.000743454941320164	filt_DRR225060_polished	DRR225060	polish	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminococcus	Ruminococcus sp. A254.MGS-108	polish
TAXA_036	filt_DRR225051_polished	0.000740825165260998	filt_DRR225051_polished	DRR225051	polish	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus	Bacillus subtilis	polish
TAXA_071	filt_DRR225051_polished	0.000740825165260998	filt_DRR225051_polished	DRR225051	polish	Bacteria	Firmicutes	Bacilli	Lactobacillales	Enterococcaceae	Enterococcus	Enterococcus avium	polish
TAXA_061	filt_DRR225063_polished	0.000739644970414201	filt_DRR225063_polished	DRR225063	polish	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Odoribacteraceae	Odoribacter	Odoribacter splanchnicus	polish
TAXA_027	filt_DRR225054_polished	0.00073295870999267	filt_DRR225054_polished	DRR225054	polish	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Blautia	Blautia hansenii	polish
TAXA_157	filt_DRR225057_polished	0.000717566016073479	filt_DRR225057_polished	DRR225057	polish	Bacteria	Actinobacteria <actinobacteria>	Coriobacteriia	Coriobacteriales	Coriobacteriaceae	Enorma	Enorma massiliensis	polish
TAXA_190	filt_DRR225060_polished	0.000690351016940152	filt_DRR225060_polished	DRR225060	polish	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	unknown	Lachnospiraceae bacterium GAM79	polish
TAXA_040	filt_DRR225051_polished	0.000683838614087075	filt_DRR225051_polished	DRR225051	polish	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	unknown	[Clostridium] leptum	polish
TAXA_090	filt_DRR225051_polished	0.000683838614087075	filt_DRR225051_polished	DRR225051	polish	Bacteria	Actinobacteria <actinobacteria>	Coriobacteriia	Eggerthellales	Eggerthellaceae	Eggerthella	Eggerthella lenta	polish
TAXA_079	filt_DRR225054_polished	0.000671878817493281	filt_DRR225054_polished	DRR225054	polish	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Blautia	Blautia obeum	polish
TAXA_150	filt_DRR225057_polished	0.000645809414466131	filt_DRR225057_polished	DRR225057	polish	Bacteria	unknown	unknown	unknown	unknown	unknown	bacterium NLAE-zl-H27	polish
TAXA_156	filt_DRR225051_polished	0.000626852062913152	filt_DRR225051_polished	DRR225051	polish	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Clostridium	Clostridium saudiense	polish
TAXA_069	filt_DRR225048_polished	0.000621555546347325	filt_DRR225048_polished	DRR225048	polish	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Blautia	Blautia producta	polish
TAXA_071	filt_DRR225048_polished	0.000621555546347325	filt_DRR225048_polished	DRR225048	polish	Bacteria	Firmicutes	Bacilli	Lactobacillales	Enterococcaceae	Enterococcus	Enterococcus avium	polish
TAXA_084	filt_DRR225063_polished	0.000616370808678501	filt_DRR225063_polished	DRR225063	polish	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Blautia	Blautia hydrogenotrophica	polish
TAXA_090	filt_DRR225063_polished	0.000616370808678501	filt_DRR225063_polished	DRR225063	polish	Bacteria	Actinobacteria <actinobacteria>	Coriobacteriia	Eggerthellales	Eggerthellaceae	Eggerthella	Eggerthella lenta	polish
TAXA_118	filt_DRR225063_polished	0.000616370808678501	filt_DRR225063_polished	DRR225063	polish	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroides sp. Smarlab 3302398	polish
TAXA_003	filt_DRR225057_polished	0.000609931113662457	filt_DRR225057_polished	DRR225057	polish	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Citrobacter	NA	polish
TAXA_078	filt_DRR225060_polished	0.000584143168180129	filt_DRR225060_polished	DRR225060	polish	Bacteria	Firmicutes	Negativicutes	Veillonellales	Veillonellaceae	Veillonella	Veillonella atypica	polish
TAXA_076	filt_DRR225057_polished	0.000574052812858783	filt_DRR225057_polished	DRR225057	polish	Bacteria	Firmicutes	Erysipelotrichia	Erysipelotrichales	Erysipelotrichaceae	Faecalitalea	Faecalitalea cylindroides	polish
TAXA_087	filt_DRR225057_polished	0.000574052812858783	filt_DRR225057_polished	DRR225057	polish	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Citrobacter	Citrobacter murliniae	polish
TAXA_116	filt_DRR225057_polished	0.000574052812858783	filt_DRR225057_polished	DRR225057	polish	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroides cellulosilyticus	polish
TAXA_161	filt_DRR225057_polished	0.000574052812858783	filt_DRR225057_polished	DRR225057	polish	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Rikenellaceae	Alistipes	Alistipes sp. cv1	polish
TAXA_123	filt_DRR225054_polished	0.000549719032494503	filt_DRR225054_polished	DRR225054	polish	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Mediterraneibacter	Mediterraneibacter glycyrrhizinilyticus	polish
TAXA_099	filt_DRR225057_polished	0.000538174512055109	filt_DRR225057_polished	DRR225057	polish	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Enterobacter	Enterobacter hormaechei	polish
TAXA_141	filt_DRR225057_polished	0.000538174512055109	filt_DRR225057_polished	DRR225057	polish	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Sutterellaceae	Parasutterella	Parasutterella secunda	polish
TAXA_041	filt_DRR225063_polished	0.000534188034188034	filt_DRR225063_polished	DRR225063	polish	Bacteria	Firmicutes	Erysipelotrichia	Erysipelotrichales	Erysipelotrichaceae	Erysipelatoclostridium	Erysipelatoclostridium ramosum	polish
TAXA_102	filt_DRR225063_polished	0.000534188034188034	filt_DRR225063_polished	DRR225063	polish	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminococcus	Ruminococcus sp. 14531	polish
TAXA_171	filt_DRR225063_polished	0.000534188034188034	filt_DRR225063_polished	DRR225063	polish	Bacteria	Firmicutes	Clostridia	unknown	unknown	unknown	Clostridia bacterium UC5.1-1D4	polish
TAXA_003	filt_DRR225060_polished	0.000531039243800117	filt_DRR225060_polished	DRR225060	polish	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Citrobacter	NA	polish
TAXA_123	filt_DRR225051_polished	0.000512878960565307	filt_DRR225051_polished	DRR225051	polish	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Mediterraneibacter	Mediterraneibacter glycyrrhizinilyticus	polish
TAXA_046	filt_DRR225057_polished	0.000502296211251435	filt_DRR225057_polished	DRR225057	polish	Bacteria	Actinobacteria <actinobacteria>	Actinobacteria	Actinomycetales	Actinomycetaceae	Schaalia	Schaalia odontolytica	polish
TAXA_151	filt_DRR225057_polished	0.000502296211251435	filt_DRR225057_polished	DRR225057	polish	Bacteria	unknown	unknown	unknown	unknown	unknown	bacterium NLAE-zl-H528	polish
TAXA_175	filt_DRR225057_polished	0.000502296211251435	filt_DRR225057_polished	DRR225057	polish	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Cuneatibacter	Cuneatibacter caecimuris	polish
TAXA_026	filt_DRR225048_polished	0.00049724443707786	filt_DRR225048_polished	DRR225048	polish	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus parasanguinis	polish
TAXA_028	filt_DRR225048_polished	0.00049724443707786	filt_DRR225048_polished	DRR225048	polish	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus equinus	polish
TAXA_065	filt_DRR225048_polished	0.00049724443707786	filt_DRR225048_polished	DRR225048	polish	Bacteria	Firmicutes	Negativicutes	Veillonellales	Veillonellaceae	Veillonella	Veillonella parvula	polish
TAXA_148	filt_DRR225060_polished	0.000477935319420105	filt_DRR225060_polished	DRR225060	polish	Bacteria	unknown	unknown	unknown	unknown	unknown	bacterium NLAE-zl-P872	polish
TAXA_027	filt_DRR225051_polished	0.000455892409391384	filt_DRR225051_polished	DRR225051	polish	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Blautia	Blautia hansenii	polish
TAXA_046	filt_DRR225051_polished	0.000455892409391384	filt_DRR225051_polished	DRR225051	polish	Bacteria	Actinobacteria <actinobacteria>	Actinobacteria	Actinomycetales	Actinomycetaceae	Schaalia	Schaalia odontolytica	polish
TAXA_065	filt_DRR225051_polished	0.000455892409391384	filt_DRR225051_polished	DRR225051	polish	Bacteria	Firmicutes	Negativicutes	Veillonellales	Veillonellaceae	Veillonella	Veillonella parvula	polish
TAXA_084	filt_DRR225048_polished	0.000455807400654705	filt_DRR225048_polished	DRR225048	polish	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Blautia	Blautia hydrogenotrophica	polish
TAXA_098	filt_DRR225063_polished	0.000452005259697567	filt_DRR225063_polished	DRR225063	polish	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Hungatella	Hungatella hathewayi	polish
TAXA_010	filt_DRR225060_polished	0.000424831395040093	filt_DRR225060_polished	DRR225060	polish	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Shigella	Shigella dysenteriae	polish
TAXA_084	filt_DRR225051_polished	0.000398905858217461	filt_DRR225051_polished	DRR225051	polish	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Blautia	Blautia hydrogenotrophica	polish
TAXA_148	filt_DRR225051_polished	0.000398905858217461	filt_DRR225051_polished	DRR225051	polish	Bacteria	unknown	unknown	unknown	unknown	unknown	bacterium NLAE-zl-P872	polish
TAXA_107	filt_DRR225057_polished	0.000394661308840413	filt_DRR225057_polished	DRR225057	polish	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	NA	NA	polish
TAXA_118	filt_DRR225057_polished	0.000394661308840413	filt_DRR225057_polished	DRR225057	polish	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroides sp. Smarlab 3302398	polish
TAXA_170	filt_DRR225048_polished	0.000372933327808395	filt_DRR225048_polished	DRR225048	polish	Bacteria	Firmicutes	Clostridia	unknown	unknown	unknown	Clostridia bacterium UC5.1-2E3	polish
TAXA_136	filt_DRR225060_polished	0.000371727470660082	filt_DRR225060_polished	DRR225060	polish	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminococcus	Ruminococcus sp. 5_1_39BFAA	polish
TAXA_129	filt_DRR225063_polished	0.000369822485207101	filt_DRR225063_polished	DRR225063	polish	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Tannerellaceae	Parabacteroides	Parabacteroides johnsonii	polish
TAXA_040	filt_DRR225054_polished	0.000366479354996335	filt_DRR225054_polished	DRR225054	polish	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	unknown	[Clostridium] leptum	polish
TAXA_062	filt_DRR225054_polished	0.000366479354996335	filt_DRR225054_polished	DRR225054	polish	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Lachnoclostridium	[Clostridium] scindens	polish
TAXA_098	filt_DRR225054_polished	0.000366479354996335	filt_DRR225054_polished	DRR225054	polish	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Hungatella	Hungatella hathewayi	polish
TAXA_191	filt_DRR225057_polished	0.000358783008036739	filt_DRR225057_polished	DRR225057	polish	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus koreensis	polish
TAXA_162	filt_DRR225051_polished	0.000341919307043538	filt_DRR225051_polished	DRR225051	polish	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Agathobaculum	Agathobaculum butyriciproducens	polish
TAXA_021	filt_DRR225057_polished	0.000322904707233065	filt_DRR225057_polished	DRR225057	polish	Bacteria	Firmicutes	Bacilli	Bacillales	Staphylococcaceae	Staphylococcus	Staphylococcus epidermidis	polish
TAXA_040	filt_DRR225060_polished	0.00031862354628007	filt_DRR225060_polished	DRR225060	polish	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	unknown	[Clostridium] leptum	polish
TAXA_073	filt_DRR225060_polished	0.00031862354628007	filt_DRR225060_polished	DRR225060	polish	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Lactobacillus	Lactobacillus johnsonii	polish
TAXA_167	filt_DRR225054_polished	0.000305399462496946	filt_DRR225054_polished	DRR225054	polish	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella	Prevotella rara	polish
TAXA_171	filt_DRR225048_polished	0.000290059254962085	filt_DRR225048_polished	DRR225048	polish	Bacteria	Firmicutes	Clostridia	unknown	unknown	unknown	Clostridia bacterium UC5.1-1D4	polish
TAXA_175	filt_DRR225063_polished	0.000287639710716634	filt_DRR225063_polished	DRR225063	polish	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Cuneatibacter	Cuneatibacter caecimuris	polish
TAXA_026	filt_DRR225057_polished	0.000287026406429392	filt_DRR225057_polished	DRR225057	polish	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus parasanguinis	polish
TAXA_082	filt_DRR225057_polished	0.000287026406429392	filt_DRR225057_polished	DRR225057	polish	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Tannerellaceae	Parabacteroides	Parabacteroides merdae	polish
TAXA_178	filt_DRR225057_polished	0.000287026406429392	filt_DRR225057_polished	DRR225057	polish	Bacteria	Firmicutes	Erysipelotrichia	Erysipelotrichales	Erysipelotrichaceae	unknown	Erysipelotrichaceae bacterium I46	polish
TAXA_098	filt_DRR225051_polished	0.000284932755869615	filt_DRR225051_polished	DRR225051	polish	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Hungatella	Hungatella hathewayi	polish
TAXA_004	filt_DRR225060_polished	0.000265519621900058	filt_DRR225060_polished	DRR225060	polish	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Citrobacter	Citrobacter freundii	polish
TAXA_028	filt_DRR225060_polished	0.000265519621900058	filt_DRR225060_polished	DRR225060	polish	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus equinus	polish
TAXA_109	filt_DRR225060_polished	0.000265519621900058	filt_DRR225060_polished	DRR225060	polish	Bacteria	Actinobacteria <actinobacteria>	NA	NA	NA	NA	NA	polish
TAXA_005	filt_DRR225057_polished	0.000251148105625718	filt_DRR225057_polished	DRR225057	polish	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Enterobacter	NA	polish
TAXA_010	filt_DRR225057_polished	0.000251148105625718	filt_DRR225057_polished	DRR225057	polish	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Shigella	Shigella dysenteriae	polish
TAXA_114	filt_DRR225057_polished	0.000251148105625718	filt_DRR225057_polished	DRR225057	polish	Bacteria	Verrucomicrobia	Verrucomicrobiae	Verrucomicrobiales	Akkermansiaceae	Akkermansia	Akkermansia muciniphila	polish
TAXA_148	filt_DRR225057_polished	0.000251148105625718	filt_DRR225057_polished	DRR225057	polish	Bacteria	unknown	unknown	unknown	unknown	unknown	bacterium NLAE-zl-P872	polish
TAXA_165	filt_DRR225057_polished	0.000251148105625718	filt_DRR225057_polished	DRR225057	polish	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Fournierella	Fournierella massiliensis	polish
TAXA_182	filt_DRR225057_polished	0.000251148105625718	filt_DRR225057_polished	DRR225057	polish	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Blautia	Blautia argi	polish
TAXA_005	filt_DRR225048_polished	0.00024862221853893	filt_DRR225048_polished	DRR225048	polish	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Enterobacter	NA	polish
TAXA_023	filt_DRR225063_polished	0.0002465483234714	filt_DRR225063_polished	DRR225063	polish	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	NA	polish
TAXA_033	filt_DRR225063_polished	0.0002465483234714	filt_DRR225063_polished	DRR225063	polish	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus	NA	polish
TAXA_051	filt_DRR225063_polished	0.0002465483234714	filt_DRR225063_polished	DRR225063	polish	Bacteria	Actinobacteria <actinobacteria>	Actinobacteria	Bifidobacteriales	Bifidobacteriaceae	Bifidobacterium	Bifidobacterium dentium	polish
TAXA_100	filt_DRR225063_polished	0.0002465483234714	filt_DRR225063_polished	DRR225063	polish	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Anaerotignum	Anaerotignum lactatifermentans	polish
TAXA_069	filt_DRR225054_polished	0.000244319569997557	filt_DRR225054_polished	DRR225054	polish	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Blautia	Blautia producta	polish
TAXA_078	filt_DRR225051_polished	0.000227946204695692	filt_DRR225051_polished	DRR225051	polish	Bacteria	Firmicutes	Negativicutes	Veillonellales	Veillonellaceae	Veillonella	Veillonella atypica	polish
TAXA_127	filt_DRR225057_polished	0.000215269804822044	filt_DRR225057_polished	DRR225057	polish	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Tannerellaceae	Parabacteroides	NA	polish
TAXA_145	filt_DRR225057_polished	0.000215269804822044	filt_DRR225057_polished	DRR225057	polish	Bacteria	Firmicutes	Negativicutes	NA	NA	NA	NA	polish
TAXA_104	filt_DRR225060_polished	0.000212415697520047	filt_DRR225060_polished	DRR225060	polish	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	NA	NA	NA	polish
TAXA_010	filt_DRR225048_polished	0.000207185182115775	filt_DRR225048_polished	DRR225048	polish	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Shigella	Shigella dysenteriae	polish
TAXA_107	filt_DRR225048_polished	0.000207185182115775	filt_DRR225048_polished	DRR225048	polish	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	NA	NA	polish
TAXA_162	filt_DRR225048_polished	0.000207185182115775	filt_DRR225048_polished	DRR225048	polish	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Agathobaculum	Agathobaculum butyriciproducens	polish
TAXA_038	filt_DRR225063_polished	0.000205456936226167	filt_DRR225063_polished	DRR225063	polish	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Clostridium	NA	polish
TAXA_138	filt_DRR225063_polished	0.000205456936226167	filt_DRR225063_polished	DRR225063	polish	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Blautia	NA	polish
TAXA_071	filt_DRR225054_polished	0.000183239677498168	filt_DRR225054_polished	DRR225054	polish	Bacteria	Firmicutes	Bacilli	Lactobacillales	Enterococcaceae	Enterococcus	Enterococcus avium	polish
TAXA_102	filt_DRR225054_polished	0.000183239677498168	filt_DRR225054_polished	DRR225054	polish	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminococcus	Ruminococcus sp. 14531	polish
TAXA_136	filt_DRR225054_polished	0.000183239677498168	filt_DRR225054_polished	DRR225054	polish	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminococcus	Ruminococcus sp. 5_1_39BFAA	polish
TAXA_169	filt_DRR225054_polished	0.000183239677498168	filt_DRR225054_polished	DRR225054	polish	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	unknown	Lachnospiraceae bacterium AT6	polish
TAXA_019	filt_DRR225057_polished	0.00017939150401837	filt_DRR225057_polished	DRR225057	polish	Bacteria	Proteobacteria	NA	NA	NA	NA	NA	polish
TAXA_020	filt_DRR225057_polished	0.00017939150401837	filt_DRR225057_polished	DRR225057	polish	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminococcus	NA	polish
TAXA_105	filt_DRR225057_polished	0.00017939150401837	filt_DRR225057_polished	DRR225057	polish	Bacteria	Firmicutes	Clostridia	NA	NA	NA	NA	polish
TAXA_108	filt_DRR225057_polished	0.00017939150401837	filt_DRR225057_polished	DRR225057	polish	Bacteria	Firmicutes	Bacilli	Lactobacillales	NA	NA	NA	polish
TAXA_004	filt_DRR225051_polished	0.000170959653521769	filt_DRR225051_polished	DRR225051	polish	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Citrobacter	Citrobacter freundii	polish
TAXA_010	filt_DRR225051_polished	0.000170959653521769	filt_DRR225051_polished	DRR225051	polish	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Shigella	Shigella dysenteriae	polish
TAXA_055	filt_DRR225051_polished	0.000170959653521769	filt_DRR225051_polished	DRR225051	polish	Bacteria	Actinobacteria <actinobacteria>	Actinobacteria	Bifidobacteriales	Bifidobacteriaceae	Bifidobacterium	Bifidobacterium animalis	polish
TAXA_069	filt_DRR225051_polished	0.000170959653521769	filt_DRR225051_polished	DRR225051	polish	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Blautia	Blautia producta	polish
TAXA_118	filt_DRR225051_polished	0.000170959653521769	filt_DRR225051_polished	DRR225051	polish	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroides sp. Smarlab 3302398	polish
TAXA_173	filt_DRR225051_polished	0.000170959653521769	filt_DRR225051_polished	DRR225051	polish	Bacteria	Firmicutes	Erysipelotrichia	Erysipelotrichales	Erysipelotrichaceae	Turicibacter	Turicibacter sp. H121	polish
TAXA_003	filt_DRR225048_polished	0.00016574814569262	filt_DRR225048_polished	DRR225048	polish	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Citrobacter	NA	polish
TAXA_004	filt_DRR225048_polished	0.00016574814569262	filt_DRR225048_polished	DRR225048	polish	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Citrobacter	Citrobacter freundii	polish
TAXA_011	filt_DRR225048_polished	0.00016574814569262	filt_DRR225048_polished	DRR225048	polish	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	NA	polish
TAXA_040	filt_DRR225048_polished	0.00016574814569262	filt_DRR225048_polished	DRR225048	polish	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	unknown	[Clostridium] leptum	polish
TAXA_063	filt_DRR225048_polished	0.00016574814569262	filt_DRR225048_polished	DRR225048	polish	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Clostridium	Clostridium paraputrificum	polish
TAXA_078	filt_DRR225048_polished	0.00016574814569262	filt_DRR225048_polished	DRR225048	polish	Bacteria	Firmicutes	Negativicutes	Veillonellales	Veillonellaceae	Veillonella	Veillonella atypica	polish
TAXA_187	filt_DRR225048_polished	0.00016574814569262	filt_DRR225048_polished	DRR225048	polish	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Enterobacter	Enterobacter sp. DKU_NT_01	polish
TAXA_029	filt_DRR225063_polished	0.000164365548980934	filt_DRR225063_polished	DRR225063	polish	Bacteria	Firmicutes	Bacilli	Lactobacillales	Enterococcaceae	Enterococcus	NA	polish
TAXA_031	filt_DRR225063_polished	0.000164365548980934	filt_DRR225063_polished	DRR225063	polish	Bacteria	Firmicutes	Bacilli	Lactobacillales	Enterococcaceae	Enterococcus	Enterococcus faecium	polish
TAXA_152	filt_DRR225063_polished	0.000164365548980934	filt_DRR225063_polished	DRR225063	polish	Bacteria	Firmicutes	Clostridia	Clostridiales	unknown	unknown	Clostridiales bacterium VE202-09	polish
TAXA_001	filt_DRR225060_polished	0.000159311773140035	filt_DRR225060_polished	DRR225060	polish	Bacteria	NA	NA	NA	NA	NA	NA	polish
TAXA_002	filt_DRR225060_polished	0.000159311773140035	filt_DRR225060_polished	DRR225060	polish	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	NA	NA	polish
TAXA_029	filt_DRR225060_polished	0.000159311773140035	filt_DRR225060_polished	DRR225060	polish	Bacteria	Firmicutes	Bacilli	Lactobacillales	Enterococcaceae	Enterococcus	NA	polish
TAXA_159	filt_DRR225060_polished	0.000159311773140035	filt_DRR225060_polished	DRR225060	polish	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Lachnoclostridium	NA	polish
